# Hashes start comments
500	223.144
502.78	446.173
505.57	451.729
508.35	363.038
511.13	150.058
513.92	147.024
516.7	235.822
519.49	384.58
522.27	478.158
525.05	512.537
527.84	461.395
530.62	395.293
533.4	475.042
536.19	540.119
538.97	582.728
541.76	550.484
544.54	460.854
547.32	455.082
550.11	517.028
552.89	622.078
555.67	643.896
558.46	668.463
561.24	634.003
564.03	654.509
566.81	706.067
569.59	786.217
572.38	817.264
575.16	753.487
577.94	674.135
580.73	458.932
583.51	178.969
586.3	92.626
589.08	343.783
591.86	427.93
594.65	300.478
597.43	332.424
600.21	469.641
603	499.469
605.78	393.405
608.57	262.093
611.35	206.02
614.13	141.366
616.92	215.744
619.7	301.351
622.48	386.066
625.27	439.015
628.05	417.32
630.84	369.369
633.62	357.826
636.4	330.312
639.19	319.461
641.97	319.616
644.75	314.772
647.54	348.601
650.32	307.737
653.1	233.514
655.89	156.977
658.67	61.5508
661.46	151.884
664.24	212.649
667.02	280.704
669.81	376.667
672.59	400.002
675.37	320.468
678.16	162.71
680.94	173.115
683.73	196.588
686.51	283.993
689.29	302.968
692.08	282.69
694.86	297.325
697.64	325.911
700.43	280.474
703.21	319.769
706	384.151
708.78	475.967
711.56	528.853
714.35	486.234
717.13	468.229
719.91	474.834
722.7	564.228
725.48	816.722
728.27	1052.71
731.05	1220.19
733.83	1394.19
736.62	1288.92
739.4	1138.38
742.18	810.498
744.97	451.44
747.75	266.481
750.54	234.301
753.32	267.6
756.1	362.347
758.89	462.577
761.67	420.024
764.45	372.363
767.24	336.062
770.02	341.661
772.81	381.351
775.59	418.639
778.37	559.497
781.16	841.756
783.94	1209.76
786.72	1356.27
789.51	1258.86
792.29	1111.01
795.07	968.438
797.86	807.958
800.64	714.696
803.43	677.286
806.21	711.323
808.99	850.103
811.78	971.831
814.56	1077.92
817.34	1042.14
820.13	936.738
822.91	777.126
825.7	687.854
828.48	543.914
831.26	432.015
834.05	299.496
836.83	209.205
839.61	152.594
842.4	157.306
845.18	233.243
847.97	283.675
850.75	344.194
853.53	315.492
856.32	392.274
859.1	405.422
861.88	381.73
864.67	367.503
867.45	379.471
870.24	376.872
873.02	400.101
875.8	445.209
878.59	462.031
881.37	527.909
884.15	555.729
886.94	641.02
889.72	706.747
892.51	902.84
895.29	989.438
898.07	1093.58
900.86	1142.02
903.64	1281.29
906.42	1112.04
909.21	929.276
911.99	767.584
914.78	651.937
917.56	595.034
920.34	544.943
923.13	541.395
925.91	427.003
928.69	369.842
931.48	285.333
934.26	290.732
937.04	240.721
939.83	261.083
942.61	192.751
945.4	214.695
948.18	148.438
950.96	320.599
953.75	312.483
956.53	329.845
959.31	291.297
962.1	286.802
964.88	254.214
967.67	229.868
970.45	238.66
973.23	264.812
976.02	302.116
978.8	244.228
981.58	225.229
984.37	180.044
987.15	221.136
989.94	231.381
992.72	357.762
995.5	449.034
998.29	629.379
1001.07	840.311
1003.85	1286.22
1006.64	1694.03
1009.42	1657.26
1012.21	1131.67
1014.99	931.984
1017.77	912.906
1020.56	1001.64
1023.34	1001.48
1026.12	994.104
1028.91	1019.02
1031.69	1099.19
1034.48	1158.57
1037.26	1015.97
1040.04	814.472
1042.83	601.917
1045.61	543.868
1048.39	430.331
1051.18	437.806
1053.96	376.308
1056.75	410.032
1059.53	387.115
1062.31	443.707
1065.1	436.111
1067.88	483.523
1070.66	510.945
1073.45	535.04
1076.23	542.861
1079.02	592.527
1081.8	587.469
1084.58	594.95
1087.37	591.726
1090.15	590.817
1092.93	577.04
1095.72	656.404
1098.5	732.507
1101.28	793.389
1104.07	844.759
1106.85	828.164
1109.64	787.892
1112.42	719.208
1115.2	682.282
1117.99	701.93
1120.77	758.826
1123.55	757.941
1126.34	706.198
1129.12	663.003
1131.91	732.031
1134.69	839.916
1137.47	910.292
1140.26	1046.04
1143.04	1263.75
1145.82	1596.13
1148.61	2053.95
1151.39	2469.41
1154.18	2774.55
1156.96	2741.96
1159.74	2373.97
1162.53	2242.51
1165.31	1746.03
1168.09	1388.75
1170.88	1198.18
1173.66	1137.3
1176.45	1124.42
1179.23	1083.13
1182.01	928.02
1184.8	732.389
1187.58	556.92
1190.36	519.841
1193.15	534.289
1195.93	559.16
1198.72	493.638
1201.5	366.329
1204.28	263.85
1207.07	228.648
1209.85	205.269
1212.63	230.48
1215.42	253.588
1218.2	262.759
1220.98	228.89
1223.77	236.168
1226.55	260.029
1229.34	299.977
1232.12	323.198
1234.9	401.579
1237.69	430.676
1240.47	479.627
1243.25	488.599
1246.04	540.017
1248.82	534.247
1251.61	529.246
1254.39	520.487
1257.17	544.988
1259.96	489.215
1262.74	452.646
1265.52	408.808
1268.31	386.715
1271.09	346.856
1273.88	340.665
1276.66	322.545
1279.44	356.536
1282.23	357.554
1285.01	357.976
1287.79	399.914
1290.58	445.677
1293.36	388.516
1296.15	397.261
1298.93	386.619
1301.71	398.166
1304.5	428.921
1307.28	441.279
1310.06	478.167
1312.85	465.211
1315.63	533.2
1318.42	527.825
1321.2	567.901
1323.98	540.95
1326.77	582.285
1329.55	561.113
1332.33	615.82
1335.12	628.979
1337.9	694.234
1340.69	701.318
1343.47	716.593
1346.25	632.798
1349.04	562.243
1351.82	448.617
1354.6	364.132
1357.39	351.677
1360.17	398.952
1362.96	356.996
1365.74	358.101
1368.52	339.076
1371.31	327.871
1374.09	331.885
1376.87	291.77
1379.66	319.155
1382.44	271.398
1385.22	263.833
1388.01	208.938
1390.79	212.134
1393.58	170.847
1396.36	186.842
1399.14	173.747
1401.93	209.732
1404.71	185.996
1407.49	185.801
1410.28	166.086
1413.06	170.381
1415.85	97.2397
1418.63	163.41
1421.41	164.359
1424.2	158.302
1426.98	174.412
1429.76	175.951
1432.55	206.726
1435.33	239.124
1438.12	352.118
1440.9	473.298
1443.68	640.678
1446.47	708.791
1449.25	843.57
1452.03	896.28
1454.82	936.933
1457.6	910.933
1460.39	938.147
1463.17	898.507
1465.95	871.005
1468.74	812.669
1471.52	746.769
1474.3	685.599
1477.09	630.922
1479.87	644.372
1482.66	658.346
1485.44	668.341
1488.22	636.249
1491.01	599.296
1493.79	464.924
1496.57	398.4
1499.36	355.167
1502.14	392.335
1504.93	527.552
1507.71	796.668
1510.49	1124.98
1513.28	1427.59
1516.06	1561.79
1518.84	1408.5
1521.63	1148.39
1524.41	865.391
1527.19	662.007
1529.98	480.944
1532.76	359.552
1535.55	301.059
1538.33	260.935
1541.11	229.683
1543.9	181.64
1546.68	181.477
1549.46	198.974
1552.25	184.181
1555.03	144.228
1557.82	164.144
1560.6	161.976
1563.38	177.348
1566.17	215.805
1568.95	283.516
1571.73	345.847
1574.52	404.305
1577.3	482.477
1580.09	485.713
1582.87	458.176
1585.65	382.247
1588.44	302.834
1591.22	257.986
1594	195.868
1596.79	158.445
1599.57	165.846
1602.36	147.183
1605.14	186.845
1607.92	234.087
1610.71	238.834
1613.49	232.015
1616.27	218.727
1619.06	204.405
1621.84	215.176
1624.63	234.683
1627.41	224.31
1630.19	210.225
1632.98	194.473
1635.76	216.019
1638.54	225.735
1641.33	251.572
1644.11	307.738
1646.9	331.486
1649.68	382.292
1652.46	433.287
1655.25	516.585
1658.03	600.021
1660.81	659.867
1663.6	669.915
1666.38	661.48
1669.16	615.256
1671.95	645.534
1674.73	658.84
1677.52	607.758
1680.3	574.464
1683.08	523.428
1685.87	457.817
1688.65	462.123
1691.43	420.449
1694.22	394.286
1697	364.322
1699.79	339.96
1702.57	294.225
1705.35	269.401
1708.14	236.649
1710.92	205.435
1713.7	184.12
1716.49	153.018
1719.27	134.414
1722.06	130.032
1724.84	80.2175
1727.62	98.9036
1730.41	83.7317
1733.19	78.8765
1735.97	79.3823
1738.76	86.6506
1741.54	99.6167
1744.33	83.324
1747.11	95.76
1749.89	101.416
1752.68	101.774
1755.46	96.114
1758.24	101.585
1761.03	109.682
1763.81	107.142
1766.6	90.3386
1769.38	93.8291
1772.16	96.0801
1774.95	112.616
1777.73	120.797
1780.51	109.537
1783.3	113.424
1786.08	113.664
1788.87	108.861
1791.65	114.252
1794.43	120.522
1797.22	116.249
1800	122.839
